Dimension,PopulationSize,Generations,EngineType,Complexity,Best result,Mean best result,Mean first achieved iter,Mean finished eval at,Mean eval ime
10,50,200,Islands(8),1,9.491205286001918,9.14,0.0,1.0,222.8
10,50,200,Islands(8),2,9.467271658385789,9.18,0.0,1.0,229.8
10,50,200,Islands(8),3,9.542936121660953,9.06,0.0,1.0,234.3
10,50,200,Islands(8),4,9.42796331418835,9.02,0.0,1.0,235.6
10,50,200,Islands(8),5,9.299364184109086,8.96,0.0,1.0,233.6
10,50,500,SingleThreaded,0,0.0,0.0,0.0,500.0,13.1
10,50,500,SingleThreaded,1,5.464925461873452,5.17,0.0,500.0,28.3
10,50,500,SingleThreaded,2,5.464925461873452,5.17,0.0,500.0,41.1
10,50,500,SingleThreaded,3,5.464925461873452,5.17,0.0,500.0,55.4
10,50,500,SingleThreaded,4,5.464925461873452,5.17,0.0,500.0,67.1
10,50,500,SingleThreaded,5,5.464925461873452,5.17,0.0,500.0,76.7
10,50,500,MasterSlave,0,0.0,0.0,0.0,500.0,23.5
10,50,500,MasterSlave,1,5.464925461873452,5.17,0.0,500.0,36.6
10,50,500,MasterSlave,2,5.464925461873452,5.17,0.0,500.0,40.1
10,50,500,MasterSlave,3,5.464925461873452,5.17,0.0,500.0,46.6
10,50,500,MasterSlave,4,5.464925461873452,5.17,0.0,500.0,43.6
10,50,500,MasterSlave,5,5.464925461873452,5.17,0.0,500.0,45.4
10,50,500,Islands(2),0,0.0,0.0,0.0,4.0,65.6
10,50,500,Islands(2),1,9.325049786963879,8.77,0.0,4.0,58.5
10,50,500,Islands(2),2,9.238937398056553,8.83,0.0,4.0,57.5
10,50,500,Islands(2),3,9.117263374695561,8.76,0.0,4.0,60.0
10,50,500,Islands(2),4,9.117263374695561,8.67,0.0,4.0,70.8
10,50,500,Islands(2),5,9.302230858084641,8.81,0.0,4.0,79.9
10,50,500,Islands(8),0,0.0,0.0,0.0,4.0,555.7
10,50,500,Islands(8),1,9.323074961875125,9.02,0.0,4.0,606.4
10,50,500,Islands(8),2,9.288234239301197,8.96,0.0,4.0,588.0
10,50,500,Islands(8),3,9.331746409439065,9.01,0.0,4.0,587.9
10,50,500,Islands(8),4,9.786629365488,9.22,0.0,4.0,592.8
10,50,500,Islands(8),5,9.532886505890179,9.05,0.0,4.0,587.8
10,50,1000,SingleThreaded,0,0.0,0.0,0.0,1000.0,26.9
10,50,1000,SingleThreaded,1,5.464925461873452,5.17,0.0,1000.0,60.3
10,50,1000,SingleThreaded,2,5.464925461873452,5.17,0.0,1000.0,88.3
10,50,1000,SingleThreaded,3,5.464925461873452,5.17,0.0,1000.0,110.9
10,50,1000,SingleThreaded,4,5.464925461873452,5.17,0.0,1000.0,131.0
10,50,1000,SingleThreaded,5,5.464925461873452,5.17,0.0,1000.0,146.3
10,50,1000,MasterSlave,0,0.0,0.0,0.0,1000.0,45.0
10,50,1000,MasterSlave,1,5.464925461873452,5.17,0.0,1000.0,69.3
10,50,1000,MasterSlave,2,5.464925461873452,5.17,0.0,1000.0,74.9
10,50,1000,MasterSlave,3,5.464925461873452,5.17,0.0,1000.0,82.0
10,50,1000,MasterSlave,4,5.464925461873452,5.17,0.0,1000.0,86.2
10,50,1000,MasterSlave,5,5.464925461873452,5.17,0.0,1000.0,92.5
10,50,1000,Islands(2),0,0.0,0.0,0.0,9.0,136.9
10,50,1000,Islands(2),1,9.542016564770273,8.91,0.0,9.0,103.7
10,50,1000,Islands(2),2,8.970651491180808,8.72,0.0,9.0,120.8
10,50,1000,Islands(2),3,9.302230858084641,8.91,0.0,9.0,126.8
10,50,1000,Islands(2),4,9.117263374695561,8.74,0.0,9.0,146.6
10,50,1000,Islands(2),5,9.564667479922356,8.83,0.0,9.0,164.4
10,50,1000,Islands(8),0,0.0,0.0,0.0,9.0,1086.8
10,50,1000,Islands(8),1,9.63645312744944,9.1,0.0,9.0,1185.1
10,50,1000,Islands(8),2,9.472175221824315,9.08,0.0,9.0,1095.5
10,50,1000,Islands(8),3,9.551569573522425,9.14,0.0,9.0,1122.0
10,50,1000,Islands(8),4,9.315990878318857,8.98,0.0,9.0,1140.1
10,50,1000,Islands(8),5,9.677130813969868,9.14,0.0,9.0,1089.1
10,100,100,SingleThreaded,0,0.0,0.0,0.0,100.0,5.0
10,100,100,SingleThreaded,1,5.618214728383231,5.33,0.0,100.0,10.8
10,100,100,SingleThreaded,2,5.618214728383231,5.33,0.0,100.0,15.2
10,100,100,SingleThreaded,3,5.618214728383231,5.33,0.0,100.0,21.7
10,100,100,SingleThreaded,4,5.618214728383231,5.33,0.0,100.0,25.1
10,100,100,SingleThreaded,5,5.618214728383231,5.33,0.0,100.0,30.4
10,100,100,MasterSlave,0,0.0,0.0,0.0,100.0,8.1
10,100,100,MasterSlave,1,5.618214728383231,5.33,0.0,100.0,13.4
10,100,100,MasterSlave,2,5.618214728383231,5.33,0.0,100.0,14.2
10,100,100,MasterSlave,3,5.618214728383231,5.33,0.0,100.0,15.7
10,100,100,MasterSlave,4,5.618214728383231,5.33,0.0,100.0,15.2
10,100,100,MasterSlave,5,5.618214728383231,5.33,0.0,100.0,16.0
10,100,100,Islands(2),0,0.0,0.0,0.0,0.0,27.2
10,100,100,Islands(2),1,9.223972125875697,8.82,0.0,0.0,27.2
10,100,100,Islands(2),2,9.126286711315487,8.75,0.0,0.0,24.7
10,100,100,Islands(2),3,9.192008766679136,8.85,0.0,0.0,21.5
10,100,100,Islands(2),4,9.596011357728168,8.92,0.0,0.0,24.6
10,100,100,Islands(2),5,9.596011357728168,8.89,0.0,0.0,31.4
10,100,100,Islands(8),0,0.0,0.0,0.0,0.0,204.0
10,100,100,Islands(8),1,9.334407575458501,9.16,0.0,0.0,221.5
10,100,100,Islands(8),2,9.53962052854375,9.17,0.0,0.0,222.4
10,100,100,Islands(8),3,9.430930031710908,9.08,0.0,0.0,228.4
10,100,100,Islands(8),4,9.565140119428365,9.21,0.0,0.0,232.8
10,100,100,Islands(8),5,9.573248898788425,9.08,0.0,0.0,219.8
10,100,200,SingleThreaded,0,0.0,0.0,0.0,200.0,9.3
10,100,200,SingleThreaded,1,5.618214728383231,5.33,0.0,200.0,22.1
10,100,200,SingleThreaded,2,5.618214728383231,5.33,0.0,200.0,32.2
10,100,200,SingleThreaded,3,5.618214728383231,5.33,0.0,200.0,42.6
10,100,200,SingleThreaded,4,5.618214728383231,5.33,0.0,200.0,51.9
10,100,200,SingleThreaded,5,5.618214728383231,5.33,0.0,200.0,58.7
10,100,200,MasterSlave,0,0.0,0.0,0.0,200.0,16.2
10,100,200,MasterSlave,1,5.618214728383231,5.33,0.0,200.0,25.7
10,100,200,MasterSlave,2,5.618214728383231,5.33,0.0,200.0,27.2
10,100,200,MasterSlave,3,5.618214728383231,5.33,0.0,200.0,29.0
10,100,200,MasterSlave,4,5.618214728383231,5.33,0.0,200.0,29.0
10,100,200,MasterSlave,5,5.618214728383231,5.33,0.0,200.0,30.4
10,100,200,Islands(2),0,0.0,0.0,0.0,1.0,50.7
10,100,200,Islands(2),1,9.568468894733872,8.95,0.0,1.0,46.7
10,100,200,Islands(2),2,9.203624793620769,8.75,0.0,1.0,54.1
10,100,200,Islands(2),3,9.087212689614923,8.7,0.0,1.0,53.7
10,100,200,Islands(2),4,9.596011357728168,8.95,0.0,1.0,61.8
10,100,200,Islands(2),5,9.596011357728168,8.91,0.0,1.0,70.5
10,100,200,Islands(8),0,0.0,0.0,0.0,1.0,415.5
10,100,200,Islands(8),1,9.683793505006232,9.07,0.0,1.0,441.9
10,100,200,Islands(8),2,9.270388288938197,9.02,0.0,1.0,467.6
10,100,200,Islands(8),3,9.610884662605175,9.14,0.0,1.0,467.0
10,100,200,Islands(8),4,9.571117153577042,9.12,0.0,1.0,457.3
10,100,200,Islands(8),5,9.329868336358354,9.07,0.0,1.0,454.0
10,100,500,SingleThreaded,0,0.0,0.0,0.0,500.0,23.8
10,100,500,SingleThreaded,1,5.618214728383231,5.33,0.0,500.0,53.2
10,100,500,SingleThreaded,2,5.618214728383231,5.33,0.0,500.0,74.9
10,100,500,SingleThreaded,3,5.618214728383231,5.33,0.0,500.0,93.0
10,100,500,SingleThreaded,4,5.618214728383231,5.33,0.0,500.0,114.6
10,100,500,SingleThreaded,5,5.618214728383231,5.33,0.0,500.0,137.6
10,100,500,MasterSlave,0,0.0,0.0,0.0,500.0,39.0
10,100,500,MasterSlave,1,5.618214728383231,5.33,0.0,500.0,60.4
10,100,500,MasterSlave,2,5.618214728383231,5.33,0.0,500.0,64.5
10,100,500,MasterSlave,3,5.618214728383231,5.33,0.0,500.0,69.4
10,100,500,MasterSlave,4,5.618214728383231,5.33,0.0,500.0,73.2
10,100,500,MasterSlave,5,5.618214728383231,5.33,0.0,500.0,72.1
10,100,500,Islands(2),0,0.0,0.0,0.0,4.0,120.5
10,100,500,Islands(2),1,9.52522773726966,8.85,0.0,4.0,111.4
10,100,500,Islands(2),2,9.574931725631691,8.87,0.0,4.0,122.3
10,100,500,Islands(2),3,9.596011357728168,8.88,0.0,4.0,144.1
10,100,500,Islands(2),4,9.596011357728168,8.91,0.0,4.0,139.5
10,100,500,Islands(2),5,9.192008766679136,8.8,0.0,4.0,150.5
10,100,500,Islands(8),0,0.0,0.0,0.0,4.0,1032.7
10,100,500,Islands(8),1,9.589680495312933,9.1,0.0,4.0,1182.0
10,100,500,Islands(8),2,9.594347658736588,9.19,0.0,4.0,1168.3
10,100,500,Islands(8),3,9.531265224626749,9.14,0.0,4.0,1211.5
10,100,500,Islands(8),4,9.585590168173368,9.12,0.0,4.0,1165.8
10,100,500,Islands(8),5,9.66318659975968,9.11,0.0,4.0,1123.3
10,100,1000,SingleThreaded,0,0.0,0.0,0.0,1000.0,48.1
10,100,1000,SingleThreaded,1,5.618214728383231,5.33,0.0,1000.0,104.5
10,100,1000,SingleThreaded,2,5.618214728383231,5.33,0.0,1000.0,143.4
10,100,1000,SingleThreaded,3,5.618214728383231,5.33,0.0,1000.0,185.4
10,100,1000,SingleThreaded,4,5.618214728383231,5.33,0.0,1000.0,230.1
10,100,1000,SingleThreaded,5,5.618214728383231,5.33,0.0,1000.0,240.2
10,100,1000,MasterSlave,0,0.0,0.0,0.0,1000.0,70.7
10,100,1000,MasterSlave,1,5.618214728383231,5.33,0.0,1000.0,117.5
10,100,1000,MasterSlave,2,5.618214728383231,5.33,0.0,1000.0,129.2
10,100,1000,MasterSlave,3,5.618214728383231,5.33,0.0,1000.0,139.0
10,100,1000,MasterSlave,4,5.618214728383231,5.33,0.0,1000.0,138.5
10,100,1000,MasterSlave,5,5.618214728383231,5.33,0.0,1000.0,145.6
10,100,1000,Islands(2),0,0.0,0.0,0.0,9.0,231.8
10,100,1000,Islands(2),1,9.534758624401434,8.87,0.0,9.0,207.1
10,100,1000,Islands(2),2,9.596011357728168,8.93,0.0,9.0,234.8
10,100,1000,Islands(2),3,9.596011357728168,9.08,0.0,9.0,238.2
10,100,1000,Islands(2),4,9.192008766679136,8.85,0.0,9.0,314.6
10,100,1000,Islands(2),5,9.596011357728168,8.91,0.0,9.0,332.9
10,100,1000,Islands(8),0,0.0,0.0,0.0,9.0,2214.5
10,100,1000,Islands(8),1,9.486188427295314,9.1,0.0,9.0,2428.9
10,100,1000,Islands(8),2,9.388446526627229,9.18,0.0,9.0,2403.2
10,100,1000,Islands(8),3,9.717638417339561,9.23,0.0,9.0,2342.6
10,100,1000,Islands(8),4,9.519417723876275,9.16,0.0,9.0,2385.7
10,100,1000,Islands(8),5,9.38726328700323,9.06,0.0,9.0,2372.3
